	Clean read rate	Mean Coverage	Raw reads	Total filtered	Cutted adapter	Coverage(>=1X)_chr10	Coverage(>=5X)_chr10	Coverage(>=10X)_chr10	Coverage(>=20X)_chr10	Coverage(>=1X)_chrX	Coverage(>=5X)_chrX	Coverage(>=10X)_chrX	Coverage(>=20X)_chrX	Coverage(>=1X)_chrY	Coverage(>=5X)_chrY	Coverage(>=10X)_chrY	Coverage(>=20X)_chrY	Mapping rate	Mismatch rate	Insert size_median	Total SNP_chr10	dbSNP rate_chr10	Novel SNP_chr10	Novel SNP rate_chr10	dbSNP TITV_chr10	Novel TITV_chr10	Total INDEL_chr10	Novel INDEL_chr10	Total SNP_chrX	dbSNP rate_chrX	Novel SNP_chrX	Novel SNP rate_chrX	dbSNP TITV_chrX	Novel TITV_chrX	Total INDEL_chrX	Novel INDEL_chrX	Total SNP_chrY	dbSNP rate_chrY	Novel SNP_chrY	Novel SNP rate_chrY	dbSNP TITV_chrY	Novel TITV_chrY	Total INDEL_chrY	Novel INDEL_chrY
NNR00005864.13757.WGS.report.html	98.49	29.74	569223546.0	8569818.0	4524464.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.78	0.09	0.06	0.04	0.01	99.77	0.97	367.0	182623.0	99.78	399.0	0.22	2.1	0.71	37169.0	48.0	109896.0	99.55	491.0	0.45	1.93	0.63	26433.0	102.0	12041.0	99.07	112.0	0.93	1.24	0.72	972.0	87.0
NNR00005864.13865.WGS.report.html	98.49	29.74	569223546.0	8569818.0	4524464.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.78	0.09	0.06	0.04	0.01	99.77	0.97	367.0	182623.0	99.78	399.0	0.22	2.1	0.71	37169.0	48.0	109896.0	99.55	491.0	0.45	1.93	0.63	26433.0	102.0	12042.0	99.07	112.0	0.93	1.24	0.72	972.0	87.0
NNR00005865.13758.WGS.report.html	98.48	29.13	555802414.0	8426552.0	4629912.0	0.97	0.96	0.94	0.79	0.97	0.96	0.93	0.77	0.09	0.05	0.04	0.01	99.77	0.98	373.0	185846.0	99.79	385.0	0.21	2.09	0.44	37683.0	36.0	112360.0	99.53	524.0	0.47	1.91	0.55	26575.0	82.0	12202.0	99.25	91.0	0.75	1.21	0.75	1052.0	105.0
NNR00005866.13691.WGS.report.html	98.49	32.97	615447254.0	9272854.0	5341275.0	0.97	0.96	0.94	0.85	0.97	0.94	0.82	0.21	0.43	0.41	0.36	0.11	99.7	0.99	363.0	184872.0	99.82	330.0	0.18	2.11	0.63	37567.0	51.0	78735.0	98.76	980.0	1.24	1.9	0.45	20297.0	88.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005866.13783.WGS.report.html	98.49	32.97	615447254.0	9272854.0	5341275.0	0.97	0.96	0.94	0.85	0.97	0.94	0.82	0.21	0.43	0.41	0.36	0.11	99.7	0.99	363.0	184869.0	99.82	329.0	0.18	2.11	0.63	37567.0	51.0	78735.0	98.76	980.0	1.24	1.9	0.45	20297.0	88.0	12946.0	98.39	208.0	1.61	1.11	0.56	1571.0	117.0
NNR00005867.13699.WGS.report.html	98.5	31.0	585315760.0	8804278.0	5026712.0	0.97	0.96	0.94	0.83	0.97	0.94	0.79	0.17	0.43	0.41	0.35	0.09	99.73	0.94	353.0	186292.0	99.8	379.0	0.2	2.08	0.67	37763.0	48.0	79157.0	98.75	988.0	1.25	1.89	0.69	20344.0	117.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005867.13866.WGS.report.html	98.5	31.0	585315760.0	8804278.0	5026712.0	0.97	0.96	0.94	0.83	0.97	0.94	0.79	0.17	0.43	0.41	0.35	0.09	99.73	0.94	353.0	186292.0	99.8	379.0	0.2	2.08	0.67	37763.0	48.0	79157.0	98.75	988.0	1.25	1.89	0.69	20344.0	117.0	12161.0	97.98	246.0	2.02	1.08	0.68	1310.0	126.0
NNR00005868.13692.WGS.report.html	98.66	32.44	611068174.0	8160622.0	4454948.0	0.97	0.96	0.94	0.84	0.97	0.94	0.81	0.21	0.43	0.41	0.36	0.11	99.75	0.87	363.0	186703.0	99.81	358.0	0.19	2.08	0.63	37713.0	83.0	79362.0	99.02	781.0	0.98	1.91	0.6	20771.0	106.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005868.13976.WGS.report.html	98.66	32.44	611068174.0	8160622.0	4454948.0	0.97	0.96	0.94	0.84	0.97	0.94	0.81	0.21	0.43	0.41	0.36	0.11	99.75	0.87	363.0	186762.0	99.65	661.0	0.35	2.08	0.7	37736.0	265.0	79373.0	98.48	1203.0	1.52	1.92	0.74	20783.0	304.0	13710.0	96.32	505.0	3.68	1.17	0.69	1815.0	161.0
NNR00005869.13759.WGS.report.html	98.51	28.69	529886392.0	7903122.0	4118258.0	0.97	0.96	0.94	0.78	0.97	0.93	0.74	0.1	0.43	0.41	0.33	0.06	99.7	0.98	370.0	182550.0	99.78	401.0	0.22	2.09	0.52	37396.0	59.0	80469.0	98.6	1129.0	1.4	1.88	0.44	20459.0	95.0	12861.0	97.64	303.0	2.36	1.14	0.62	1509.0	116.0
NNR00005869.13867.WGS.report.html	98.51	28.69	529886392.0	7903122.0	4118258.0	0.97	0.96	0.94	0.78	0.97	0.93	0.74	0.1	0.43	0.41	0.33	0.06	99.7	0.98	370.0	182548.0	99.78	401.0	0.22	2.09	0.52	37396.0	59.0	80469.0	98.6	1129.0	1.4	1.88	0.44	20459.0	95.0	12861.0	97.64	303.0	2.36	1.14	0.62	1509.0	116.0
NNR00005870.13868.WGS.report.html	98.49	30.62	574723478.0	8654036.0	4915648.0	0.97	0.96	0.94	0.82	0.97	0.93	0.78	0.16	0.43	0.4	0.31	0.07	99.7	0.96	364.0	181472.0	99.8	359.0	0.2	2.09	0.55	37102.0	53.0	80585.0	98.74	1017.0	1.26	1.9	0.55	20460.0	107.0	13275.0	97.68	308.0	2.32	1.13	0.74	1772.0	138.0
NNR00005871.13698.WGS.report.html	98.48	30.29	586902954.0	8915884.0	4524782.0	0.97	0.96	0.94	0.81	0.97	0.96	0.93	0.78	0.09	0.05	0.04	0.01	99.78	0.97	360.0	184051.0	99.81	347.0	0.19	2.09	0.42	37141.0	39.0	108480.0	99.59	444.0	0.41	1.93	0.68	26469.0	84.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005871.13869.WGS.report.html	98.48	30.29	586902954.0	8915884.0	4524782.0	0.97	0.96	0.94	0.81	0.97	0.96	0.93	0.78	0.09	0.05	0.04	0.01	99.78	0.97	360.0	184051.0	99.81	347.0	0.19	2.09	0.42	37141.0	39.0	108472.0	99.59	444.0	0.41	1.93	0.68	26469.0	84.0	12434.0	99.19	101.0	0.81	1.22	0.84	1016.0	93.0
NNR00005872.13761.WGS.report.html	98.5	29.33	570762844.0	8571714.0	4480991.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.78	0.09	0.05	0.04	0.01	99.77	0.96	374.0	182446.0	99.77	424.0	0.23	2.1	0.56	37411.0	49.0	114670.0	99.56	510.0	0.44	1.92	0.63	27222.0	103.0	12141.0	98.96	126.0	1.04	1.23	0.62	999.0	90.0
NNR00005872.13870.WGS.report.html	98.5	29.33	570762844.0	8571714.0	4480991.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.78	0.09	0.05	0.04	0.01	99.77	0.96	374.0	182446.0	99.77	424.0	0.23	2.1	0.56	37411.0	49.0	114670.0	99.56	510.0	0.44	1.92	0.63	27222.0	103.0	12131.0	98.96	126.0	1.04	1.23	0.62	999.0	90.0
NNR00005873.13689.WGS.report.html	98.49	32.49	626763460.0	9474872.0	4669360.0	0.97	0.96	0.94	0.85	0.97	0.96	0.94	0.82	0.09	0.06	0.04	0.02	99.78	0.95	357.0	183369.0	99.81	344.0	0.19	2.09	0.67	37635.0	71.0	115958.0	99.59	472.0	0.41	1.92	0.66	27473.0	83.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005873.13871.WGS.report.html	98.49	32.49	626763460.0	9474872.0	4669360.0	0.97	0.96	0.94	0.85	0.97	0.96	0.94	0.82	0.09	0.06	0.04	0.02	99.78	0.95	357.0	183369.0	99.81	344.0	0.19	2.09	0.67	37635.0	71.0	115953.0	99.59	472.0	0.41	1.92	0.66	27473.0	83.0	12296.0	99.05	117.0	0.95	1.21	0.43	1099.0	119.0
NNR00005874.13762.WGS.report.html	98.49	30.16	573739404.0	8644666.0	4371960.0	0.97	0.96	0.94	0.81	0.97	0.93	0.77	0.16	0.43	0.4	0.31	0.08	99.65	0.95	353.0	185892.0	99.78	412.0	0.22	2.08	0.61	37559.0	82.0	77925.0	98.77	955.0	1.23	1.91	0.54	20291.0	106.0	13709.0	98.14	255.0	1.86	1.16	0.72	1776.0	106.0
NNR00005874.13861.WGS.report.html	98.49	30.16	573739404.0	8644666.0	4371960.0	0.97	0.96	0.94	0.81	0.97	0.93	0.77	0.16	0.43	0.4	0.31	0.08	99.65	0.95	353.0	185892.0	99.78	412.0	0.22	2.08	0.61	37559.0	82.0	77924.0	98.77	955.0	1.23	1.91	0.54	20291.0	106.0	13709.0	98.14	255.0	1.86	1.16	0.72	1777.0	107.0
NNR00005875.13688.WGS.report.html	98.49	34.2	648172690.0	9761042.0	5503133.0	0.97	0.96	0.94	0.86	0.97	0.96	0.94	0.83	0.09	0.06	0.04	0.02	99.77	0.94	353.0	188710.0	99.75	464.0	0.25	2.08	0.78	38547.0	73.0	114322.0	99.48	600.0	0.52	1.91	1.05	27120.0	85.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005875.13912.WGS.report.html	98.49	34.2	648172690.0	9761042.0	5503133.0	0.97	0.96	0.94	0.86	0.97	0.96	0.94	0.83	0.09	0.06	0.04	0.02	99.77	0.94	353.0	188696.0	99.56	833.0	0.44	2.09	0.89	38563.0	263.0	114340.0	99.01	1131.0	0.99	1.92	1.09	27125.0	387.0	12156.0	97.12	350.0	2.88	1.25	0.92	1052.0	121.0
NNR00005876.13690.WGS.report.html	98.49	34.06	627789978.0	9463770.0	5083520.0	0.97	0.96	0.94	0.84	0.97	0.94	0.81	0.23	0.43	0.41	0.36	0.12	99.69	0.95	355.0	184519.0	99.79	388.0	0.21	2.09	0.56	37394.0	61.0	75035.0	98.88	840.0	1.12	1.88	0.63	19419.0	79.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005876.13913.WGS.report.html	98.49	34.06	627789978.0	9463770.0	5083520.0	0.97	0.96	0.94	0.84	0.97	0.94	0.81	0.23	0.43	0.41	0.36	0.12	99.69	0.95	355.0	184534.0	99.63	679.0	0.37	2.09	0.68	37415.0	257.0	75046.0	98.38	1215.0	1.62	1.89	0.7	19426.0	282.0	12902.0	95.47	584.0	4.53	1.12	0.73	1366.0	153.0
NNR00005877.13687.WGS.report.html	98.49	35.32	666883632.0	10041504.0	5371976.0	0.97	0.96	0.95	0.88	0.97	0.95	0.85	0.28	0.43	0.42	0.37	0.14	99.65	1.0	358.0	182211.0	99.84	298.0	0.16	2.1	0.73	37325.0	55.0	82987.0	98.82	977.0	1.18	1.91	0.59	21439.0	108.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00005877.13914.WGS.report.html	98.49	35.32	666883632.0	10041504.0	5371976.0	0.97	0.96	0.95	0.88	0.97	0.95	0.85	0.28	0.43	0.42	0.37	0.14	99.65	1.0	358.0	182203.0	99.71	522.0	0.29	2.1	0.71	37342.0	226.0	82992.0	98.16	1527.0	1.84	1.92	0.72	21462.0	337.0	13541.0	96.74	442.0	3.26	1.17	0.73	1849.0	151.0
NNR00005878.13763.WGS.report.html	98.48	27.67	516512562.0	7847410.0	4232622.0	0.97	0.96	0.93	0.76	0.97	0.92	0.72	0.09	0.43	0.41	0.32	0.05	99.7	0.98	361.0	180771.0	99.78	393.0	0.22	2.09	0.53	36453.0	57.0	77098.0	98.53	1137.0	1.47	1.9	0.59	19713.0	96.0	11872.0	97.65	279.0	2.35	1.11	0.57	1260.0	120.0
NNR00005878.13916.WGS.report.html	98.48	27.67	516512562.0	7847410.0	4232622.0	0.97	0.96	0.93	0.76	0.97	0.92	0.72	0.09	0.43	0.41	0.32	0.05	99.7	0.98	361.0	180771.0	99.66	609.0	0.34	2.1	0.69	36464.0	234.0	77084.0	97.99	1550.0	2.01	1.9	0.7	19726.0	287.0	11866.0	95.11	580.0	4.89	1.12	0.71	1264.0	153.0
NNR00005879.13764.WGS.report.html	98.49	31.79	610739256.0	9232662.0	5039242.0	0.97	0.96	0.94	0.84	0.97	0.94	0.8	0.21	0.43	0.41	0.35	0.11	99.69	0.95	358.0	179784.0	99.81	339.0	0.19	2.09	0.72	36894.0	65.0	79867.0	98.7	1036.0	1.3	1.9	0.58	20820.0	97.0	13649.0	98.48	207.0	1.52	1.12	0.64	1795.0	123.0
NNR00005879.13915.WGS.report.html	98.49	31.79	610739256.0	9232662.0	5039242.0	0.97	0.96	0.94	0.84	0.97	0.94	0.8	0.21	0.43	0.41	0.35	0.11	99.69	0.95	358.0	179800.0	99.64	655.0	0.36	2.09	0.81	36901.0	244.0	79871.0	98.1	1515.0	1.9	1.91	0.75	20826.0	317.0	13639.0	96.52	474.0	3.48	1.14	0.64	1798.0	149.0
NNR00005880.13860.WGS.report.html	98.49	31.44	600927140.0	9053046.0	4391427.0	0.97	0.96	0.94	0.82	0.97	0.96	0.94	0.79	0.09	0.05	0.04	0.01	99.77	0.92	354.0	185212.0	99.8	362.0	0.2	2.09	0.69	37781.0	47.0	110425.0	99.56	482.0	0.44	1.93	0.79	26339.0	92.0	11737.0	99.14	101.0	0.86	1.2	0.74	944.0	85.0
NNR00005880.13908.WGS.report.html	98.49	31.44	600927140.0	9053046.0	4391427.0	0.97	0.96	0.94	0.82	0.97	0.96	0.94	0.79	0.09	0.05	0.04	0.01	99.77	0.92	354.0	185204.0	99.63	678.0	0.37	2.09	0.84	37788.0	224.0	110439.0	99.13	960.0	0.87	1.93	0.88	26340.0	374.0	11772.0	97.09	343.0	2.91	1.21	0.81	948.0	114.0
NNR00005881.13905.WGS.report.html	98.5	28.41	535641234.0	8047222.0	3916600.0	0.97	0.96	0.93	0.78	0.97	0.92	0.73	0.12	0.43	0.39	0.29	0.06	99.73	0.91	360.0	182416.0	99.66	615.0	0.34	2.09	0.65	37059.0	236.0	79885.0	98.22	1419.0	1.78	1.93	0.56	20454.0	332.0	12909.0	96.42	462.0	3.58	1.17	0.56	1804.0	158.0
NNR00005881.13909.WGS.report.html	98.5	28.41	535641234.0	8047222.0	3916600.0	0.97	0.96	0.93	0.78	0.97	0.92	0.73	0.12	0.43	0.39	0.29	0.06	99.73	0.91	360.0	182416.0	99.66	615.0	0.34	2.09	0.65	37059.0	236.0	79912.0	98.22	1419.0	1.78	1.93	0.56	20455.0	334.0	12911.0	96.42	462.0	3.58	1.17	0.56	1804.0	158.0
NNR00005970.13977.WGS.report.html	99.62	10.13	180241822.0	678410.0	2265675.0	0.97	0.85	0.37	0.02	0.95	0.43	0.05	0.0	0.42	0.2	0.03	0.01	99.67	0.93	414.0	171191.0	99.26	1266.0	0.74	2.09	0.55	35006.0	191.0	66031.0	98.82	779.0	1.18	1.91	0.6	17716.0	167.0	9690.0	96.72	318.0	3.28	1.17	0.84	1178.0	79.0
NNR00005970.14350.WGS.report.html	93.77	30.14	597913612.0	37275738.0	7788915.0	0.97	0.96	0.95	0.79	0.97	0.95	0.76	0.13	0.43	0.42	0.34	0.07	99.56	1.38	414.0	188019.0	99.66	637.0	0.34	2.09	0.72	38789.0	270.0	77309.0	98.66	1034.0	1.34	1.9	0.64	21126.0	300.0	13833.0	96.05	547.0	3.95	1.14	0.63	1707.0	167.0
NNR00005970.14402.WGS.report.html	93.77	30.14	597913612.0	37275738.0	7788915.0	0.97	0.96	0.95	0.79	0.97	0.95	0.76	0.13	0.43	0.42	0.34	0.07	99.56	1.38	414.0	186274.0	99.79	388.0	0.21	2.11	1.16	38514.0	233.0	75933.0	99.51	369.0	0.49	1.91	1.04	20717.0	246.0	12039.0	97.42	311.0	2.58	1.17	0.81	1546.0	132.0
NNR00006024.13693.WGS.report.html	99.14	34.63	651511866.0	5621358.0	5850797.0	0.97	0.96	0.95	0.89	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.83	0.53	371.0	183546.0	99.86	258.0	0.14	2.08	1.11	38459.0	72.0	112101.0	99.7	331.0	0.3	1.93	1.24	27831.0	99.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
NNR00006144.13963.WGS.report.html	97.8	29.09	561294066.0	12376424.0	4345154.0	0.97	0.96	0.95	0.82	0.97	0.97	0.95	0.8	0.09	0.06	0.04	0.01	99.8	0.63	384.0	184558.0	99.69	576.0	0.31	2.08	0.98	38500.0	242.0	109542.0	99.29	780.0	0.71	1.92	0.92	27319.0	417.0	12362.0	96.8	395.0	3.2	1.22	0.83	1057.0	115.0
NNR00006145.13964.WGS.report.html	97.78	33.46	628038214.0	13930516.0	4853959.0	0.97	0.96	0.95	0.88	0.97	0.95	0.86	0.22	0.43	0.42	0.38	0.11	99.76	0.67	378.0	183564.0	99.72	518.0	0.28	2.08	1.09	38595.0	232.0	79092.0	98.73	1003.0	1.27	1.91	1.15	21587.0	318.0	13595.0	96.75	442.0	3.25	1.15	0.76	1705.0	167.0
NNR00006146.13965.WGS.report.html	97.8	30.21	574258386.0	12643220.0	4897116.0	0.97	0.96	0.95	0.85	0.97	0.95	0.81	0.14	0.43	0.41	0.35	0.08	99.74	0.78	390.0	186446.0	99.67	613.0	0.33	2.08	1.04	38814.0	209.0	80684.0	98.6	1126.0	1.4	1.94	0.92	21747.0	303.0	13841.0	96.24	520.0	3.76	1.14	0.75	1896.0	148.0
NNR00006147.13966.WGS.report.html	99.13	39.17	733771260.0	6352738.0	6356144.0	0.97	0.96	0.96	0.92	0.97	0.96	0.9	0.4	0.43	0.42	0.39	0.18	99.74	0.59	383.0	190052.0	99.69	589.0	0.31	2.07	1.04	39729.0	274.0	79407.0	98.96	829.0	1.04	1.9	1.13	22150.0	372.0	14603.0	96.15	562.0	3.85	1.16	0.82	2006.0	211.0
NNR00006148.13967.WGS.report.html	99.13	37.45	708730690.0	6139540.0	5472296.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.89	0.09	0.06	0.05	0.02	99.8	0.57	383.0	191255.0	99.72	542.0	0.28	2.07	0.97	39795.0	266.0	111434.0	99.29	790.0	0.71	1.92	1.08	27992.0	449.0	13156.0	96.98	397.0	3.02	1.25	0.76	1136.0	130.0
NNR00006149.13968.WGS.report.html	99.14	36.79	709435516.0	6119692.0	5878288.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.89	0.09	0.06	0.05	0.02	99.8	0.6	388.0	188732.0	99.72	530.0	0.28	2.08	0.96	39284.0	266.0	112551.0	99.25	839.0	0.75	1.92	1.01	27886.0	431.0	13528.0	96.74	441.0	3.26	1.26	0.74	1196.0	166.0
NNR00006150.13969.WGS.report.html	99.14	35.5	661832238.0	5697008.0	5402954.0	0.97	0.96	0.95	0.89	0.97	0.95	0.87	0.29	0.43	0.42	0.38	0.14	99.76	0.59	385.0	185846.0	99.69	570.0	0.31	2.08	0.93	38664.0	207.0	80557.0	98.96	841.0	1.04	1.91	1.17	21968.0	342.0	13077.0	96.61	443.0	3.39	1.14	0.69	1710.0	189.0
NNR00006192.13970.WGS.report.html	99.51	28.93	548273532.0	2683928.0	4937421.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.8	0.08	0.05	0.04	0.01	99.81	0.56	366.0	185991.0	99.71	541.0	0.29	2.08	1.07	38296.0	246.0	109630.0	99.35	714.0	0.65	1.94	1.23	26982.0	431.0	12320.0	96.49	433.0	3.51	1.23	0.77	1082.0	129.0
NNR00006194.13971.WGS.report.html	99.51	34.44	651377722.0	3217916.0	5208608.0	0.97	0.96	0.95	0.89	0.97	0.97	0.95	0.88	0.09	0.06	0.04	0.01	99.82	0.55	361.0	188865.0	99.67	620.0	0.33	2.1	1.05	39171.0	265.0	112643.0	99.17	938.0	0.83	1.95	1.28	27731.0	446.0	12987.0	96.44	462.0	3.56	1.22	0.79	1088.0	139.0
NNR00006195.13972.WGS.report.html	99.63	32.49	624693304.0	2286868.0	5764696.0	0.97	0.96	0.95	0.87	0.97	0.96	0.95	0.86	0.09	0.06	0.04	0.01	99.81	0.76	373.0	185312.0	99.75	470.0	0.25	2.07	0.92	38349.0	250.0	110074.0	99.3	766.0	0.7	1.93	1.04	26817.0	402.0	12396.0	96.73	405.0	3.27	1.23	0.79	1064.0	130.0
NNR00006196.13973.WGS.report.html	99.63	34.32	650847816.0	2380286.0	5754853.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.8	0.76	376.0	185071.0	99.69	576.0	0.31	2.08	1.0	38038.0	257.0	112494.0	99.38	692.0	0.62	1.92	0.86	27513.0	376.0	12474.0	96.93	383.0	3.07	1.25	0.65	1133.0	148.0
NNR00006198.13974.WGS.report.html	99.64	29.44	555770598.0	2026734.0	5271393.0	0.97	0.96	0.94	0.82	0.97	0.96	0.94	0.8	0.09	0.05	0.04	0.01	99.79	0.75	371.0	183988.0	99.68	587.0	0.32	2.1	0.95	37516.0	219.0	112863.0	99.27	827.0	0.73	1.92	1.1	27100.0	395.0	11704.0	96.58	400.0	3.42	1.24	0.75	976.0	103.0
NNR00006369.14261.WGS.report.html	98.05	33.39	648795518.0	12671008.0	5581788.0	0.97	0.96	0.94	0.84	0.97	0.94	0.81	0.23	0.43	0.41	0.36	0.12	99.67	0.92	372.0	178841.0	99.76	430.0	0.24	2.09	1.01	36153.0	205.0	76719.0	98.81	915.0	1.19	1.92	1.16	19389.0	310.0	12751.0	95.69	549.0	4.31	1.13	0.86	1510.0	151.0
NNR00006371.14262.WGS.report.html	97.86	30.64	613344514.0	13132614.0	5319498.0	0.97	0.96	0.93	0.81	0.97	0.96	0.93	0.78	0.09	0.05	0.04	0.01	99.74	0.91	372.0	185059.0	99.66	628.0	0.34	2.1	1.21	36265.0	243.0	112902.0	99.19	915.0	0.81	1.94	1.28	25833.0	345.0	11747.0	96.48	414.0	3.52	1.26	0.76	999.0	133.0
NNR00006395.14263.WGS.report.html	97.99	29.94	565069986.0	11381612.0	4827726.0	0.97	0.96	0.94	0.83	0.97	0.94	0.8	0.13	0.43	0.41	0.35	0.07	99.72	0.69	390.0	189316.0	99.69	578.0	0.31	2.08	1.1	39278.0	233.0	80943.0	98.78	985.0	1.22	1.91	1.22	21536.0	350.0	13660.0	96.56	470.0	3.44	1.17	0.8	1888.0	171.0
NNR00006396.14264.WGS.report.html	98.0	33.06	624197328.0	12500758.0	5141291.0	0.97	0.96	0.95	0.87	0.97	0.95	0.84	0.21	0.43	0.42	0.37	0.11	99.73	0.67	385.0	187064.0	99.68	596.0	0.32	2.09	1.05	38686.0	291.0	78198.0	98.83	914.0	1.17	1.92	1.04	21416.0	343.0	13453.0	96.68	447.0	3.32	1.18	0.8	1892.0	151.0
NNR00006397.14265.WGS.report.html	98.02	36.39	697242410.0	13793334.0	6154589.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.89	0.09	0.06	0.05	0.02	99.8	0.65	347.0	183900.0	99.7	551.0	0.3	2.09	0.93	38103.0	263.0	112327.0	99.33	756.0	0.67	1.92	1.11	27726.0	455.0	12773.0	96.53	443.0	3.47	1.23	0.76	1101.0	148.0
NNR00006398.14116.WGS.report.html	98.01	33.52	654524154.0	12996218.0	6084373.0	0.97	0.96	0.95	0.88	0.97	0.97	0.95	0.87	0.09	0.06	0.04	0.01	99.77	0.7	384.0	182960.0	99.71	537.0	0.29	2.08	1.03	38030.0	244.0	111670.0	99.25	836.0	0.75	1.93	1.19	27411.0	414.0	12704.0	96.51	443.0	3.49	1.22	0.67	1100.0	149.0
NNR00006399.14117.WGS.report.html	98.01	33.3	629718376.0	12530508.0	5589563.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.8	0.68	384.0	183647.0	99.72	514.0	0.28	2.08	1.02	38120.0	269.0	109287.0	99.22	850.0	0.78	1.93	1.07	27088.0	424.0	13249.0	96.6	450.0	3.4	1.23	0.79	1128.0	128.0
NNR00006400.14118.WGS.report.html	97.98	28.68	545539660.0	10995644.0	4729154.0	0.97	0.96	0.94	0.81	0.97	0.94	0.77	0.1	0.43	0.41	0.34	0.06	99.71	0.66	382.0	187325.0	99.54	858.0	0.46	2.08	1.19	38426.0	280.0	81604.0	98.5	1221.0	1.5	1.91	1.36	21663.0	380.0	13651.0	95.64	595.0	4.36	1.17	0.85	1877.0	181.0
NNR00006401.14119.WGS.report.html	98.0	32.0	594378686.0	11906008.0	5362536.0	0.97	0.96	0.95	0.86	0.97	0.95	0.83	0.17	0.43	0.42	0.36	0.09	99.78	0.67	380.0	186024.0	99.72	514.0	0.28	2.07	0.84	38386.0	244.0	76670.0	98.69	1003.0	1.31	1.91	1.22	20535.0	312.0	12412.0	96.42	444.0	3.58	1.14	0.78	1563.0	140.0
NNR00006402.14120.WGS.report.html	98.01	40.75	773048276.0	15358980.0	7021436.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.91	0.09	0.06	0.05	0.02	99.8	0.71	376.0	187082.0	99.69	586.0	0.31	2.09	0.9	38886.0	248.0	111675.0	99.24	851.0	0.76	1.92	1.08	27577.0	399.0	13022.0	96.58	446.0	3.42	1.25	0.76	1114.0	150.0
NNR00006403.14121.WGS.report.html	97.98	28.78	551339470.0	11113720.0	4658136.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.8	0.09	0.05	0.04	0.01	99.8	0.65	376.0	185589.0	99.57	806.0	0.43	2.08	1.1	38370.0	253.0	117317.0	99.01	1159.0	0.99	1.92	1.27	28323.0	453.0	12365.0	96.43	441.0	3.57	1.24	0.74	1061.0	144.0
NNR00006403.14122.WGS.report.html	97.98	28.78	551339470.0	11113720.0	4658136.0	0.97	0.96	0.94	0.81	0.97	0.96	0.94	0.8	0.09	0.05	0.04	0.01	99.8	0.65	376.0	185589.0	99.57	806.0	0.43	2.08	1.1	38370.0	253.0	117318.0	99.01	1159.0	0.99	1.92	1.27	28322.0	453.0	12377.0	96.42	443.0	3.58	1.24	0.74	1064.0	147.0
NNR00006404.14123.WGS.report.html	98.02	33.78	635987374.0	12615458.0	5544997.0	0.97	0.96	0.95	0.88	0.97	0.95	0.86	0.22	0.43	0.42	0.38	0.11	99.75	0.67	371.0	186003.0	99.71	543.0	0.29	2.1	1.17	38376.0	218.0	77706.0	98.78	950.0	1.22	1.89	1.22	21030.0	314.0	12924.0	95.95	523.0	4.05	1.13	0.91	1480.0	191.0
NNR00006405.14124.WGS.report.html	98.02	37.07	705896054.0	13966902.0	6265986.0	0.97	0.96	0.95	0.9	0.97	0.95	0.89	0.35	0.43	0.42	0.39	0.16	99.73	0.69	377.0	189201.0	99.74	495.0	0.26	2.08	0.83	39102.0	264.0	76058.0	98.94	805.0	1.06	1.9	1.16	20714.0	324.0	13737.0	96.34	503.0	3.66	1.13	0.79	1759.0	177.0
NNR00006406.14125.WGS.report.html	98.0	31.05	603651404.0	12086802.0	5362820.0	0.97	0.96	0.95	0.85	0.97	0.96	0.95	0.83	0.09	0.06	0.04	0.01	99.79	0.66	377.0	186644.0	99.72	517.0	0.28	2.09	0.97	38018.0	249.0	111419.0	99.29	788.0	0.71	1.92	1.07	27104.0	425.0	12602.0	96.82	401.0	3.18	1.25	0.72	1113.0	152.0
